Date,Trend,Size Tilt Index,Core Index ,Income ,Credit ,Ethereum,Bitcoin,Litecoin,Polygon ,Coinbase US Equity                                                  ,Gold,NASDAQ 100,VIX Index                                                       ,S&P 500,CAN US Equity                                                   ,MARA US Equity                                                  ,HUT US Equity                                                   ,US 5yr Interest Rate Swap                                     ,Avalanche,Marathon Bond Price ,All Weather Portfolio,Financial Conditions Indicator,AAVE,Cardano,Algorand,Bitcoin Cash ,Maker 
7/14/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,287.7409515,4.597486946,0,#N/A,1156.06,5104.89,13.37,2108.95,#N/A,48.16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
7/15/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,285.9228854,4.179495231,0,#N/A,1149.45,5098.94,13.23,2107.4,#N/A,53.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
7/16/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,278.5327493,3.602969634,0,#N/A,1145.39,5163.18,12.11,2124.29,#N/A,52.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
7/17/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,280.0647247,3.770478841,0,#N/A,1134.14,5210.14,11.95,2126.64,#N/A,50.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
7/20/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,279.114393,3.936771254,0,#N/A,1096.5,5218.86,12.25,2128.28,#N/A,48.64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
7/21/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,276.6524126,3.784023176,0,#N/A,1101.25,5208.12,12.22,2119.21,#N/A,48.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
7/22/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,277.7643691,3.841587956,0,#N/A,1094.24,5171.77,12.12,2114.15,#N/A,48.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
7/23/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,276.8116286,3.797564696,0,#N/A,1090.7,5146.41,12.64,2102.15,#N/A,48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
7/24/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,289.3059763,4.62582076,0,#N/A,1099.11,5088.63,13.74,2079.65,#N/A,46.24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
7/27/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,294.4267618,4.692716659,0,#N/A,1093.98,5039.78,15.6,2067.64,#N/A,46.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
7/28/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,295.4101253,5.116386983,0,#N/A,1095.48,5089.21,13.44,2093.25,#N/A,46.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
7/29/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,289.8558364,4.829591982,0,#N/A,1096.85,5111.73,12.5,2108.57,#N/A,48.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
7/30/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,288.2362607,4.601968451,0,#N/A,1088.76,5128.79,12.13,2108.63,#N/A,48.16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
7/31/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,284.5973244,4.631287916,0,#N/A,1095.8,5128.28,12.12,2103.84,#N/A,48.16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/3/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,282.1850523,4.207789394,0,#N/A,1086.79,5115.38,12.56,2098.04,#N/A,47.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/4/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,285.2866175,4.391323417,0,#N/A,1087.7,5105.55,13,2093.32,#N/A,48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/5/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,282.3388869,4.333673848,0,#N/A,1085.03,5139.95,12.51,2099.84,#N/A,47.04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/6/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,278.9957487,4.054127734,0,#N/A,1089.55,5056.44,13.77,2083.56,#N/A,41.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/7/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,279.4887151,4.190179316,0,#N/A,1094.15,5043.54,13.39,2077.57,#N/A,41.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/10/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.19999,264.9288252,3.95582592,0,#N/A,1104.51,5101.8,12.23,2104.18,#N/A,45.92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/11/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.99,271.4217361,4.146911575,0,#N/A,1108.95,5036.79,13.71,2084.07,#N/A,44.16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/12/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.288,268.1438685,4.053876899,0,#N/A,1124.47,5044.39,13.61,2086.05,#N/A,44.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/13/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.8848,264.691628,3.897502896,0,#N/A,1115.1,5033.56,13.49,2083.39,#N/A,46.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/14/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.795044162,266.3559416,4.02949632,0,#N/A,1115.07,5048.23,12.83,2091.54,#N/A,46.669,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/17/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.29638,258.0093983,4.000381344,0,#N/A,1117.7,5091.7,13.02,2102.44,#N/A,40.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/18/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.084186569,217.8858831,3.387980465,0,#N/A,1117.71,5059.35,13.79,2096.92,#N/A,37.28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/19/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.24,227.2182519,3.494568529,0,#N/A,1133.88,5019.05,15.25,2079.61,#N/A,35.52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/20/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.5218,235.5238831,3.619969256,0,#N/A,1152.2,4877.49,19.14,2035.73,#N/A,34.24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/21/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.43588,232.8006178,3.579445882,0,#N/A,1160.77,4706.04,28.03,1970.89,#N/A,34.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/24/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.23804,211.9559176,3.026113351,0,#N/A,1155.11,4526.25,40.74,1893.21,#N/A,30.72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/25/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.27119,222.6550395,3.000092568,0,#N/A,1140.49,4506.49,36.02,1867.61,#N/A,32.96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/26/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.18,226.1167002,2.954802288,0,#N/A,1125.26,4697.54,30.32,1940.51,#N/A,32.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/27/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.13646,224.9398773,2.886471358,0,#N/A,1125,4812.71,26.1,1987.66,#N/A,34.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/28/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.295,232.1708083,2.925867928,0,#N/A,1133.6,4828.33,26.05,1988.87,#N/A,36.64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
8/31/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.30651,230.6894661,2.851940174,0,#N/A,1134.93,4776.51,28.43,1972.18,#N/A,36.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/1/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.36,227.9555704,2.824177804,0,#N/A,1140.27,4636.1,31.4,1913.85,#N/A,33.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/2/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.308280871,229.5021807,2.81525058,0,#N/A,1134.05,4749.98,26.09,1948.86,#N/A,33.28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/3/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.23357,227.1071216,2.638042693,0,#N/A,1125.46,4733.5,25.61,1951.13,#N/A,32.96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/4/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.23357,231.1775634,2.720253487,0,#N/A,1121.85,4683.92,27.8,1921.22,#N/A,34.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/7/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.27561,240.6336157,3.059086132,0,#N/A,1119.35,4683.92,27.8,1921.22,#N/A,34.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/8/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.263493787,244.1749527,3.055906711,0,#N/A,1121.55,4811.93,24.9,1969.41,#N/A,33.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/9/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.21,238.7224632,2.939906366,0,#N/A,1107.85,4756.53,26.23,1942.04,#N/A,33.44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/10/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.1857,238.7504772,2.945063534,0,#N/A,1110.75,4796.25,24.37,1952.29,#N/A,33.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/11/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.927715708,240.8450081,2.955509797,0,#N/A,1107.95,4822.34,23.2,1961.05,#N/A,34.72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/14/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.955,230.948794,2.843593628,0,#N/A,1109.1,4805.76,24.25,1953.03,#N/A,34.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/15/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.95,230.39859,2.82173054,0,#N/A,1105.35,4860.52,22.54,1978.09,#N/A,32.96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/16/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.93634,229.0432858,2.797155444,0,#N/A,1119.52,4889.24,21.35,1995.31,#N/A,32.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/17/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.875,233.2026978,2.927850764,0,#N/A,1131.51,4893.95,21.14,1990.2,#N/A,33.44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/18/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.85226,233.1751309,2.969143058,0,#N/A,1139.23,4827.23,22.28,1958.03,#N/A,34.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/21/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.94116,226.773448,2.796261594,0,#N/A,1133.44,4828.96,20.14,1966.97,#N/A,35.68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/22/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.80588,230.6263048,2.836081959,0,#N/A,1124.76,4756.72,22.44,1942.74,#N/A,36,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/23/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.91,230.1324378,2.841740465,0,#N/A,1130.3,4752.74,22.13,1938.76,#N/A,35.04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/24/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.8,234.3198685,2.922314857,0,#N/A,1153.95,4734.48,23.47,1932.24,#N/A,35.04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/25/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.68233,235.5382218,2.90363652,0,#N/A,1146.2,4686.5,23.62,1931.34,#N/A,34.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/28/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.604208065,240.0172653,3.058581994,0,#N/A,1131.95,4543.97,27.63,1881.77,#N/A,32.96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/29/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.68163,237.3362338,3.001129682,0,#N/A,1127.43,4517.32,26.83,1884.09,#N/A,29.92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
9/30/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.713644314,236.739848,3.014468869,0,#N/A,1115.09,4620.17,24.5,1920.03,#N/A,29.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/1/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.654722555,238.2298139,2.999243871,0,#N/A,1113.61,4627.08,22.55,1923.82,#N/A,28.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/2/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.66467,237.9370073,2.988059118,0,#N/A,1138.6,4707.77,20.94,1951.36,#N/A,29.36,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/5/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.60777,240.9612138,3.012411967,0,#N/A,1135.75,4781.26,19.54,1987.05,#N/A,30.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/6/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.65114,246.9404982,3.140084047,0,#N/A,1147.24,4748.36,19.4,1979.92,#N/A,29.92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/7/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.6,243.7344868,3.062618668,0,#N/A,1145.54,4791.15,18.4,1995.83,#N/A,30.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/8/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.633798841,243.029633,3.063219426,0,#N/A,1139.01,4810.79,17.42,2013.43,#N/A,32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/9/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.635190847,244.4488875,3.097385656,0,#N/A,1156.53,4830.47,17.08,2014.89,#N/A,31.68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/12/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.63,246.0936373,3.145380841,0,#N/A,1163.85,4838.64,16.17,2017.46,#N/A,31.68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/13/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.601639344,250.4713007,3.183370963,0,#N/A,1168.84,4796.61,17.67,2003.69,#N/A,30.72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/14/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.483236302,253.1423255,3.150018213,0,#N/A,1184.13,4782.85,18.03,1994.24,#N/A,29.76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/15/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.559861986,254.693015,3.091870524,0,#N/A,1183.1,4870.1,16.05,2023.86,#N/A,29.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/16/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.525,262.7373632,3.114879202,0,#N/A,1177.3,4886.69,15.05,2033.11,#N/A,30.72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/19/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.499479725,264.3627282,3.044840089,0,#N/A,1170.79,4905.47,14.98,2033.66,#N/A,30.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/20/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.440034717,270.8322119,3.084161455,0,#N/A,1176.04,4880.97,15.75,2030.77,#N/A,29.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/21/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.42,268.0402177,3.057799741,0,#N/A,1167.18,4840.12,16.7,2018.94,#N/A,28.64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/22/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.546183514,275.4149565,3.128230777,0,#N/A,1166.05,4920.05,14.45,2052.51,#N/A,28.96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/23/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.56491,278.612778,3.125322261,0,#N/A,1164.45,5031.86,14.46,2075.15,#N/A,28.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/26/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.700519544,286.7033828,3.118085083,0,#N/A,1163.04,5034.7,15.29,2071.18,#N/A,27.52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/27/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.83,295.5629138,3.106908801,0,#N/A,1166.88,5030.15,15.43,2065.89,#N/A,26.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/28/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.99,304.442097,3.097703892,0,#N/A,1156.1,5095.69,14.33,2090.35,#N/A,28.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/29/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.179406721,314.8794623,3.857337263,0,#N/A,1145.97,5074.27,14.61,2089.41,#N/A,28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
10/30/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.120673366,328.4923212,3.981606592,0,#N/A,1142.11,5053.75,15.07,2079.36,#N/A,27.36,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/2/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.9878,364.616628,4.170503848,0,#N/A,1133.84,5127.15,14.15,2104.05,#N/A,27.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/3/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1.047362653,400.9231052,4.525360227,0,#N/A,1117.79,5145.13,14.54,2109.79,#N/A,26.882,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/4/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.799,405.4816815,3.982285324,0,#N/A,1107.9,5142.48,15.51,2102.31,#N/A,27.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/5/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.87638,384.341223,3.813921238,0,#N/A,1103.92,5127.74,15.05,2099.93,#N/A,27.36,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/6/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.959652835,372.9754179,3.503662429,0,#N/A,1089.8,5147.12,14.33,2099.2,#N/A,27.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/9/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.998,380.4956444,3.402558214,0,#N/A,1092.31,5095.3,16.52,2078.58,#N/A,27.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/10/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.90191467,337.8305023,3.101427978,0,#N/A,1089.67,5083.24,15.29,2081.72,#N/A,24.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/11/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.750047341,308.9221859,2.960976744,0,#N/A,1086.26,5067.02,16.06,2075,#N/A,23.68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/12/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.88,337.5229886,3.286073748,0,#N/A,1085.2,5005.08,18.37,2045.97,#N/A,23.52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/13/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.89998422,337.2789582,3.236493865,0,#N/A,1083.91,4927.88,20.08,2023.04,#N/A,21.442,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/16/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.914427236,331.132725,3.199195298,0,#N/A,1082.76,4984.62,18.16,2053.19,#N/A,22.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/17/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.999284629,335.8497861,3.221459516,0,#N/A,1070.3,4986.02,18.84,2050.44,#N/A,26.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/18/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.996753607,335.744505,3.183803739,0,#N/A,1070.73,5075.2,16.85,2083.58,#N/A,27.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/19/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.94,326.2321455,3.132719403,0,#N/A,1082.21,5073.64,16.99,2081.24,#N/A,27.84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/20/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.92,321.9404755,3.124347323,0,#N/A,1078.01,5104.92,15.47,2089.17,#N/A,23.68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/23/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.92,323.0125563,3.118979788,0,#N/A,1069.18,5102.48,15.62,2086.59,#N/A,25.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/24/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.910014782,319.9613565,3.09511046,0,#N/A,1075.65,5102.81,15.93,2089.14,#N/A,28.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/25/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.87,328.9604573,3.341515579,0,#N/A,1071.12,5116.14,15.19,2088.87,#N/A,29.918,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/26/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.858832719,356.2552925,3.639384408,0,#N/A,1072.33,5116.14,15.19,2088.87,#N/A,29.918,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/27/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.88,359.2688244,3.587472318,0,#N/A,1057.45,5127.52,15.12,2090.11,#N/A,28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
11/30/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.88,377.3898399,3.609400625,0,#N/A,1064.77,5108.67,16.13,2080.41,#N/A,27.84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
12/1/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.863293396,362.5323758,3.43821966,0,#N/A,1069.29,5156.31,14.67,2102.63,#N/A,29.28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
12/2/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.82,359.2224041,3.353672022,0,#N/A,1053.7,5123.22,15.91,2079.51,#N/A,29.76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
12/3/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.83,361.2100681,3.383659421,0,#N/A,1062.11,5037.53,18.11,2049.62,#N/A,29.44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
12/4/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.84,363.2416318,3.371333355,0,#N/A,1086.44,5142.27,14.81,2091.69,#N/A,30.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
12/7/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.78994398,395.3465883,3.640037266,0,#N/A,1071.34,5101.81,15.84,2077.07,#N/A,28.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
12/8/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.79461,413.7986604,3.692004306,0,#N/A,1074.96,5098.24,17.6,2063.59,#N/A,26.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
12/9/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.80511,417.6326712,3.665163878,0,#N/A,1072.78,5022.87,19.61,2047.62,#N/A,25.76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
12/10/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.84374,415.7299243,3.648234203,0,#N/A,1071.58,5045.17,19.34,2052.23,#N/A,28.32,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
12/11/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.899800105,453.8614801,3.867627439,0,#N/A,1074.77,4933.47,24.39,2012.37,#N/A,26.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
12/14/2015,#N/A,#N/A,#N/A,#N/A,#N/A,0.99,442.9916897,3.5860355,0,#N/A,1059.86,4952.23,22.73,2021.94,#N/A,25.76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
12/15/2015,#N/A,#N/A,#N/A,#N/A,#N/A,1,464.6178717,3.798501124,0,#N/A,1061.22,4995.36,20.95,2043.41,#N/A,24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0
