hourly_time,seller,buyer,tx_cnt,price,
2023-06-03 19:00:00.000 UTC,101,110,210,1.30E-06,
2023-06-03 20:00:00.000 UTC,134,143,268,1.29E-06,
2023-06-03 21:00:00.000 UTC,112,121,259,1.29E-06,
2023-06-03 22:00:00.000 UTC,99,107,203,1.29E-06,
2023-06-03 23:00:00.000 UTC,106,103,215,1.29E-06,
2023-06-04 00:00:00.000 UTC,121,114,231,1.28E-06,
2023-06-04 01:00:00.000 UTC,100,83,208,1.27E-06,
2023-06-04 02:00:00.000 UTC,155,111,255,1.28E-06,
2023-06-04 03:00:00.000 UTC,93,101,183,1.28E-06,
2023-06-04 04:00:00.000 UTC,81,76,158,1.27E-06,
2023-06-04 05:00:00.000 UTC,99,108,205,1.27E-06,
2023-06-04 06:00:00.000 UTC,90,81,152,1.27E-06,
2023-06-04 07:00:00.000 UTC,76,79,134,1.27E-06,
2023-06-04 08:00:00.000 UTC,78,88,153,1.28E-06,
2023-06-04 09:00:00.000 UTC,80,85,148,1.28E-06,
2023-06-04 10:00:00.000 UTC,79,90,154,1.29E-06,
2023-06-04 11:00:00.000 UTC,82,103,156,1.28E-06,
2023-06-04 12:00:00.000 UTC,101,90,161,1.28E-06,
2023-06-04 13:00:00.000 UTC,85,97,157,1.28E-06,
2023-06-04 14:00:00.000 UTC,124,107,215,1.27E-06,
2023-06-04 15:00:00.000 UTC,129,112,220,1.26E-06,
2023-06-04 16:00:00.000 UTC,137,120,282,1.23E-06,
2023-06-04 17:00:00.000 UTC,145,107,235,1.24E-06,
2023-06-04 18:00:00.000 UTC,132,124,245,1.25E-06,
2023-06-04 19:00:00.000 UTC,150,232,372,1.25E-06,
2023-06-04 20:00:00.000 UTC,113,134,227,1.26E-06,
2023-06-04 21:00:00.000 UTC,147,132,265,1.25E-06,
2023-06-04 22:00:00.000 UTC,103,103,215,1.26E-06,
2023-06-04 23:00:00.000 UTC,128,97,211,1.25E-06,
2023-06-05 00:00:00.000 UTC,109,102,268,1.23E-06,
2023-06-05 01:00:00.000 UTC,116,80,189,1.23E-06,
2023-06-05 02:00:00.000 UTC,113,96,218,1.22E-06,
2023-06-05 03:00:00.000 UTC,139,106,279,1.20E-06,
2023-06-05 04:00:00.000 UTC,126,111,292,1.19E-06,
2023-06-05 05:00:00.000 UTC,114,108,222,1.19E-06,
2023-06-05 06:00:00.000 UTC,97,70,176,1.19E-06,
2023-06-05 07:00:00.000 UTC,109,99,193,1.19E-06,
2023-06-05 08:00:00.000 UTC,67,66,117,1.19E-06,
2023-06-05 09:00:00.000 UTC,84,71,131,1.19E-06,
2023-06-05 10:00:00.000 UTC,122,118,227,1.18E-06,
2023-06-05 11:00:00.000 UTC,147,119,293,1.17E-06,
2023-06-05 12:00:00.000 UTC,166,111,276,1.17E-06,
2023-06-05 13:00:00.000 UTC,134,88,214,1.16E-06,
2023-06-05 14:00:00.000 UTC,131,112,229,1.16E-06,
2023-06-05 15:00:00.000 UTC,216,211,580,1.12E-06,
2023-06-05 16:00:00.000 UTC,283,457,943,1.03E-06,
2023-06-05 17:00:00.000 UTC,270,299,685,1.02E-06,
2023-06-05 18:00:00.000 UTC,221,267,552,1.02E-06,
2023-06-05 19:00:00.000 UTC,203,227,479,1.01E-06,
2023-06-05 20:00:00.000 UTC,169,205,415,1.02E-06,
2023-06-05 21:00:00.000 UTC,168,211,430,1.01E-06,
2023-06-05 22:00:00.000 UTC,136,177,338,1.03E-06,
2023-06-05 23:00:00.000 UTC,125,164,330,1.04E-06,
2023-06-06 00:00:00.000 UTC,108,129,248,1.03E-06,
2023-06-06 01:00:00.000 UTC,148,157,319,1.02E-06,
2023-06-06 02:00:00.000 UTC,166,158,366,1.01E-06,
2023-06-06 03:00:00.000 UTC,115,109,271,1.01E-06,
2023-06-06 04:00:00.000 UTC,91,94,214,1.02E-06,
2023-06-06 05:00:00.000 UTC,110,133,237,1.01E-06,
2023-06-06 06:00:00.000 UTC,107,119,219,1.01E-06,
2023-06-06 07:00:00.000 UTC,85,86,161,1.01E-06,
2023-06-06 08:00:00.000 UTC,112,112,253,1.00E-06,
2023-06-06 09:00:00.000 UTC,100,117,284,9.92E-07,
2023-06-06 10:00:00.000 UTC,74,125,201,1.01E-06,
2023-06-06 11:00:00.000 UTC,96,125,224,1.02E-06,
2023-06-06 12:00:00.000 UTC,138,146,357,1.00E-06,
2023-06-06 13:00:00.000 UTC,190,171,415,9.82E-07,
2023-06-06 14:00:00.000 UTC,154,297,635,1.10E-06,
2023-06-06 15:00:00.000 UTC,161,246,503,1.15E-06,
2023-06-06 16:00:00.000 UTC,170,276,563,1.18E-06,
2023-06-06 17:00:00.000 UTC,190,208,420,1.18E-06,
2023-06-06 18:00:00.000 UTC,117,154,284,1.18E-06,
2023-06-06 19:00:00.000 UTC,170,247,497,1.21E-06,
2023-06-06 20:00:00.000 UTC,171,259,486,1.21E-06,
2023-06-06 21:00:00.000 UTC,131,212,420,1.20E-06,
2023-06-06 22:00:00.000 UTC,121,135,283,1.20E-06,
2023-06-06 23:00:00.000 UTC,131,177,344,1.21E-06,
2023-06-07 00:00:00.000 UTC,97,145,271,1.20E-06,
2023-06-07 01:00:00.000 UTC,127,143,330,1.15E-06,
2023-06-07 02:00:00.000 UTC,99,116,265,1.15E-06,
2023-06-07 03:00:00.000 UTC,101,121,263,1.14E-06,
2023-06-07 04:00:00.000 UTC,86,98,195,1.15E-06,
2023-06-07 05:00:00.000 UTC,82,113,216,1.17E-06,
2023-06-07 06:00:00.000 UTC,85,80,151,1.17E-06,
2023-06-07 07:00:00.000 UTC,79,95,158,1.16E-06,
2023-06-07 08:00:00.000 UTC,78,103,168,1.15E-06,
2023-06-07 09:00:00.000 UTC,72,87,154,1.13E-06,
2023-06-07 10:00:00.000 UTC,101,132,229,1.12E-06,
2023-06-07 11:00:00.000 UTC,79,113,192,1.13E-06,
2023-06-07 12:00:00.000 UTC,85,118,221,1.14E-06,
2023-06-07 13:00:00.000 UTC,95,112,216,1.13E-06,
2023-06-07 14:00:00.000 UTC,138,127,267,1.09E-06,
2023-06-07 15:00:00.000 UTC,114,122,241,1.09E-06,
2023-06-07 16:00:00.000 UTC,100,117,255,1.08E-06,
2023-06-07 17:00:00.000 UTC,118,130,257,1.09E-06,
2023-06-07 18:00:00.000 UTC,102,118,209,1.09E-06,
2023-06-07 19:00:00.000 UTC,113,125,257,1.09E-06,
2023-06-07 20:00:00.000 UTC,112,115,214,1.07E-06,
2023-06-07 21:00:00.000 UTC,116,126,227,1.08E-06,
2023-06-07 22:00:00.000 UTC,111,121,240,1.06E-06,
2023-06-07 23:00:00.000 UTC,99,117,209,1.07E-06,
2023-06-08 00:00:00.000 UTC,109,122,234,1.07E-06,
2023-06-08 01:00:00.000 UTC,83,83,197,1.08E-06,
2023-06-08 02:00:00.000 UTC,90,95,199,1.06E-06,
2023-06-08 03:00:00.000 UTC,104,89,223,1.04E-06,
2023-06-08 04:00:00.000 UTC,76,81,151,1.05E-06,
2023-06-08 05:00:00.000 UTC,73,113,199,1.05E-06,
2023-06-08 06:00:00.000 UTC,74,93,164,1.05E-06,
2023-06-08 07:00:00.000 UTC,77,94,167,1.07E-06,
2023-06-08 08:00:00.000 UTC,62,87,128,1.09E-06,
2023-06-08 09:00:00.000 UTC,62,77,123,1.09E-06,
2023-06-08 10:00:00.000 UTC,64,66,121,1.09E-06,
2023-06-08 11:00:00.000 UTC,75,90,151,1.10E-06,
2023-06-08 12:00:00.000 UTC,94,113,224,1.11E-06,
2023-06-08 13:00:00.000 UTC,88,98,169,1.11E-06,
2023-06-08 14:00:00.000 UTC,83,105,188,1.11E-06,
2023-06-08 15:00:00.000 UTC,78,93,160,1.11E-06,
2023-06-08 16:00:00.000 UTC,71,74,137,1.11E-06,
2023-06-08 17:00:00.000 UTC,70,86,138,1.09E-06,
2023-06-08 18:00:00.000 UTC,77,88,158,1.09E-06,
2023-06-08 19:00:00.000 UTC,78,89,159,1.09E-06,
2023-06-08 20:00:00.000 UTC,95,100,204,1.09E-06,
2023-06-08 21:00:00.000 UTC,67,62,109,1.09E-06,
2023-06-08 22:00:00.000 UTC,79,87,148,1.09E-06,
2023-06-08 23:00:00.000 UTC,83,80,162,1.09E-06,
2023-06-09 00:00:00.000 UTC,78,97,178,1.08E-06,
2023-06-09 01:00:00.000 UTC,83,80,179,1.08E-06,
2023-06-09 02:00:00.000 UTC,67,84,166,1.07E-06,
2023-06-09 03:00:00.000 UTC,77,70,138,1.07E-06,
2023-06-09 04:00:00.000 UTC,77,81,150,1.07E-06,
2023-06-09 05:00:00.000 UTC,72,84,158,1.09E-06,
2023-06-09 06:00:00.000 UTC,68,66,111,1.09E-06,
2023-06-09 07:00:00.000 UTC,76,90,150,1.09E-06,
2023-06-09 08:00:00.000 UTC,65,84,158,1.11E-06,
2023-06-09 09:00:00.000 UTC,77,86,146,1.12E-06,
2023-06-09 10:00:00.000 UTC,88,102,205,1.13E-06,
2023-06-09 11:00:00.000 UTC,136,156,317,1.17E-06,
2023-06-09 12:00:00.000 UTC,104,144,255,1.18E-06,
2023-06-09 13:00:00.000 UTC,97,175,294,1.19E-06,
2023-06-09 14:00:00.000 UTC,122,132,260,1.17E-06,
2023-06-09 15:00:00.000 UTC,94,109,190,1.16E-06,
2023-06-09 16:00:00.000 UTC,86,110,213,1.16E-06,
2023-06-09 17:00:00.000 UTC,108,96,213,1.16E-06,
2023-06-09 18:00:00.000 UTC,85,104,169,1.16E-06,
2023-06-09 19:00:00.000 UTC,130,111,253,1.14E-06,
2023-06-09 20:00:00.000 UTC,93,99,180,1.14E-06,
2023-06-09 21:00:00.000 UTC,96,111,200,1.15E-06,
2023-06-09 22:00:00.000 UTC,101,168,274,1.15E-06,
2023-06-09 23:00:00.000 UTC,85,86,153,1.13E-06,
2023-06-10 00:00:00.000 UTC,83,185,267,1.13E-06,
2023-06-10 01:00:00.000 UTC,111,109,248,1.11E-06,
2023-06-10 02:00:00.000 UTC,124,122,273,1.09E-06,
2023-06-10 03:00:00.000 UTC,96,102,218,1.06E-06,
2023-06-10 04:00:00.000 UTC,160,210,491,9.28E-07,
2023-06-10 05:00:00.000 UTC,158,257,486,9.21E-07,
2023-06-10 06:00:00.000 UTC,146,206,440,9.20E-07,
2023-06-10 07:00:00.000 UTC,126,201,353,9.30E-07,
2023-06-10 08:00:00.000 UTC,100,153,271,9.35E-07,
2023-06-10 09:00:00.000 UTC,102,131,221,9.45E-07,
2023-06-10 10:00:00.000 UTC,106,140,252,9.42E-07,
2023-06-10 11:00:00.000 UTC,113,153,277,9.31E-07,
2023-06-10 12:00:00.000 UTC,134,164,333,9.10E-07,
2023-06-10 13:00:00.000 UTC,147,207,404,9.03E-07,
2023-06-10 14:00:00.000 UTC,142,201,372,9.10E-07,
2023-06-10 15:00:00.000 UTC,109,144,282,9.10E-07,
2023-06-10 16:00:00.000 UTC,119,141,293,9.01E-07,
2023-06-10 17:00:00.000 UTC,155,206,382,9.33E-07,
2023-06-10 18:00:00.000 UTC,119,158,299,9.23E-07,
2023-06-10 19:00:00.000 UTC,103,137,241,9.10E-07,
2023-06-10 20:00:00.000 UTC,97,128,219,9.20E-07,
2023-06-10 21:00:00.000 UTC,84,129,221,9.21E-07,
2023-06-10 22:00:00.000 UTC,103,135,238,9.34E-07,
2023-06-10 23:00:00.000 UTC,89,106,174,9.30E-07,
2023-06-11 00:00:00.000 UTC,85,95,165,9.28E-07,
2023-06-11 01:00:00.000 UTC,79,83,150,9.20E-07,
2023-06-11 02:00:00.000 UTC,72,83,156,9.20E-07,
2023-06-11 03:00:00.000 UTC,71,83,144,9.20E-07,
2023-06-11 04:00:00.000 UTC,87,88,156,9.19E-07,
2023-06-11 05:00:00.000 UTC,65,69,134,9.30E-07,
2023-06-11 06:00:00.000 UTC,58,68,114,9.30E-07,
2023-06-11 07:00:00.000 UTC,48,59,90,9.30E-07,
2023-06-11 08:00:00.000 UTC,45,60,78,9.30E-07,
2023-06-11 09:00:00.000 UTC,67,81,130,9.30E-07,
2023-06-11 10:00:00.000 UTC,133,73,191,9.30E-07,
2023-06-11 11:00:00.000 UTC,87,82,162,9.40E-07,
2023-06-11 12:00:00.000 UTC,71,90,147,9.38E-07,
2023-06-11 13:00:00.000 UTC,93,98,187,9.22E-07,
2023-06-11 14:00:00.000 UTC,91,89,156,9.17E-07,
2023-06-11 15:00:00.000 UTC,94,101,215,9.12E-07,
2023-06-11 16:00:00.000 UTC,88,94,179,9.20E-07,
2023-06-11 17:00:00.000 UTC,109,103,210,9.23E-07,
2023-06-11 18:00:00.000 UTC,702,107,803,9.20E-07,
2023-06-11 19:00:00.000 UTC,101,115,219,9.28E-07,
2023-06-11 20:00:00.000 UTC,92,109,209,9.34E-07,
2023-06-11 21:00:00.000 UTC,98,85,177,9.28E-07,
2023-06-11 22:00:00.000 UTC,116,98,257,9.05E-07,
2023-06-11 23:00:00.000 UTC,106,89,206,9.10E-07,
2023-06-12 00:00:00.000 UTC,87,91,175,9.05E-07,
2023-06-12 01:00:00.000 UTC,120,100,221,9.06E-07,
2023-06-12 02:00:00.000 UTC,171,147,460,8.70E-07,
2023-06-12 03:00:00.000 UTC,131,151,347,8.60E-07,
2023-06-12 04:00:00.000 UTC,80,109,185,8.70E-07,
2023-06-12 05:00:00.000 UTC,76,88,157,8.74E-07,
2023-06-12 06:00:00.000 UTC,80,88,154,8.80E-07,
2023-06-12 07:00:00.000 UTC,83,74,145,8.80E-07,
2023-06-12 08:00:00.000 UTC,60,87,137,9.00E-07,
2023-06-12 09:00:00.000 UTC,86,93,192,9.30E-07,
2023-06-12 10:00:00.000 UTC,67,82,116,9.30E-07,
2023-06-12 11:00:00.000 UTC,87,93,153,9.25E-07,
2023-06-12 12:00:00.000 UTC,86,84,154,9.20E-07,
2023-06-12 13:00:00.000 UTC,91,83,181,9.10E-07,
2023-06-12 14:00:00.000 UTC,79,73,135,9.10E-07,
2023-06-12 15:00:00.000 UTC,95,79,178,9.05E-07,
2023-06-12 16:00:00.000 UTC,88,90,173,9.02E-07,
2023-06-12 17:00:00.000 UTC,88,89,180,9.00E-07,
2023-06-12 18:00:00.000 UTC,98,77,152,9.04E-07,
2023-06-12 19:00:00.000 UTC,110,99,213,8.97E-07,
2023-06-12 20:00:00.000 UTC,91,101,182,8.99E-07,
2023-06-12 21:00:00.000 UTC,102,94,205,9.03E-07,
2023-06-12 22:00:00.000 UTC,82,73,159,9.10E-07,
2023-06-12 23:00:00.000 UTC,77,65,131,9.09E-07,
2023-06-13 00:00:00.000 UTC,75,69,149,9.06E-07,
2023-06-13 01:00:00.000 UTC,95,86,194,8.96E-07,
2023-06-13 02:00:00.000 UTC,64,86,161,9.10E-07,
2023-06-13 03:00:00.000 UTC,85,88,187,9.20E-07,
2023-06-13 04:00:00.000 UTC,66,72,136,9.11E-07,
2023-06-13 05:00:00.000 UTC,53,62,104,9.20E-07,
2023-06-13 06:00:00.000 UTC,56,58,99,9.20E-07,
2023-06-13 07:00:00.000 UTC,53,57,92,9.20E-07,
2023-06-13 08:00:00.000 UTC,53,75,130,9.22E-07,
2023-06-13 09:00:00.000 UTC,58,65,95,9.24E-07,
2023-06-13 10:00:00.000 UTC,71,82,129,9.30E-07,
2023-06-13 11:00:00.000 UTC,105,147,287,9.58E-07,
2023-06-13 12:00:00.000 UTC,106,132,268,9.62E-07,
2023-06-13 13:00:00.000 UTC,84,100,175,9.40E-07,
2023-06-13 14:00:00.000 UTC,87,98,177,9.23E-07,
2023-06-13 15:00:00.000 UTC,79,98,169,9.12E-07,
2023-06-13 16:00:00.000 UTC,82,89,154,9.08E-07,
2023-06-13 17:00:00.000 UTC,81,76,154,9.10E-07,
2023-06-13 18:00:00.000 UTC,68,93,173,9.20E-07,
2023-06-13 19:00:00.000 UTC,66,75,141,9.14E-07,
2023-06-13 20:00:00.000 UTC,76,78,142,9.11E-07,
2023-06-13 21:00:00.000 UTC,80,76,155,9.15E-07,
2023-06-13 22:00:00.000 UTC,79,93,158,9.10E-07,
2023-06-13 23:00:00.000 UTC,64,71,123,9.11E-07,
2023-06-14 00:00:00.000 UTC,84,73,166,9.20E-07,
2023-06-14 01:00:00.000 UTC,75,98,171,9.29E-07,
2023-06-14 02:00:00.000 UTC,81,74,171,9.30E-07,
2023-06-14 03:00:00.000 UTC,69,64,135,9.30E-07,
2023-06-14 04:00:00.000 UTC,59,61,118,9.30E-07,
2023-06-14 05:00:00.000 UTC,63,51,113,9.22E-07,
2023-06-14 06:00:00.000 UTC,60,49,109,9.18E-07,
2023-06-14 07:00:00.000 UTC,52,49,95,9.18E-07,
2023-06-14 08:00:00.000 UTC,41,49,85,9.21E-07,
2023-06-14 09:00:00.000 UTC,37,41,70,9.28E-07,
2023-06-14 10:00:00.000 UTC,45,53,85,9.30E-07,
2023-06-14 11:00:00.000 UTC,90,69,158,9.30E-07,
2023-06-14 12:00:00.000 UTC,67,64,142,9.28E-07,
2023-06-14 13:00:00.000 UTC,98,132,201,9.25E-07,
2023-06-14 14:00:00.000 UTC,198,65,256,9.21E-07,
2023-06-14 15:00:00.000 UTC,69,55,108,9.26E-07,
2023-06-14 16:00:00.000 UTC,79,101,172,9.30E-07,
2023-06-14 17:00:00.000 UTC,73,94,159,9.30E-07,
2023-06-14 18:00:00.000 UTC,113,106,209,9.40E-07,
2023-06-14 19:00:00.000 UTC,71,73,146,9.40E-07,
2023-06-14 20:00:00.000 UTC,144,139,314,8.98E-07,
2023-06-14 21:00:00.000 UTC,133,121,257,8.80E-07,
2023-06-14 22:00:00.000 UTC,90,89,166,8.85E-07,
2023-06-14 23:00:00.000 UTC,86,94,168,8.85E-07,
2023-06-15 00:00:00.000 UTC,65,59,124,8.84E-07,
2023-06-15 01:00:00.000 UTC,78,52,156,8.80E-07,
2023-06-15 02:00:00.000 UTC,75,77,202,8.80E-07,
2023-06-15 03:00:00.000 UTC,59,57,114,8.80E-07,
2023-06-15 04:00:00.000 UTC,73,65,138,8.78E-07,
2023-06-15 05:00:00.000 UTC,52,53,103,8.72E-07,
2023-06-15 06:00:00.000 UTC,66,64,122,8.70E-07,
2023-06-15 07:00:00.000 UTC,102,110,242,8.49E-07,
2023-06-15 08:00:00.000 UTC,80,81,132,8.50E-07,
2023-06-15 09:00:00.000 UTC,55,79,153,8.50E-07,
2023-06-15 10:00:00.000 UTC,86,85,154,8.49E-07,
2023-06-15 11:00:00.000 UTC,95,116,214,8.49E-07,
2023-06-15 12:00:00.000 UTC,91,79,174,8.51E-07,
2023-06-15 13:00:00.000 UTC,69,74,145,8.53E-07,
2023-06-15 14:00:00.000 UTC,85,78,157,8.57E-07,
2023-06-15 15:00:00.000 UTC,53,63,95,8.53E-07,
2023-06-15 16:00:00.000 UTC,82,88,169,8.59E-07,
2023-06-15 17:00:00.000 UTC,96,89,226,8.50E-07,
2023-06-15 18:00:00.000 UTC,84,71,162,8.60E-07,
2023-06-15 19:00:00.000 UTC,86,109,230,8.80E-07,
2023-06-15 20:00:00.000 UTC,95,104,197,8.90E-07,
2023-06-15 21:00:00.000 UTC,86,126,244,9.10E-07,
2023-06-15 22:00:00.000 UTC,71,84,143,9.04E-07,
2023-06-15 23:00:00.000 UTC,77,68,125,9.00E-07,
2023-06-16 00:00:00.000 UTC,55,65,119,9.00E-07,
2023-06-16 01:00:00.000 UTC,71,77,147,9.02E-07,
2023-06-16 02:00:00.000 UTC,69,55,109,9.00E-07,
2023-06-16 03:00:00.000 UTC,61,72,124,9.00E-07,
2023-06-16 04:00:00.000 UTC,75,80,173,9.09E-07,
2023-06-16 05:00:00.000 UTC,65,90,179,9.20E-07,
2023-06-16 06:00:00.000 UTC,91,155,282,9.40E-07,
2023-06-16 07:00:00.000 UTC,87,107,183,9.42E-07,
2023-06-16 08:00:00.000 UTC,66,76,128,9.40E-07,
2023-06-16 09:00:00.000 UTC,67,108,181,9.40E-07,
2023-06-16 10:00:00.000 UTC,68,101,179,9.40E-07,
2023-06-16 11:00:00.000 UTC,126,151,279,8.96E-07,
2023-06-16 12:00:00.000 UTC,69,109,185,8.90E-07,
2023-06-16 13:00:00.000 UTC,98,112,185,8.90E-07,
2023-06-16 14:00:00.000 UTC,99,120,202,8.86E-07,
2023-06-16 15:00:00.000 UTC,73,117,182,9.10E-07,
2023-06-16 16:00:00.000 UTC,84,127,191,9.28E-07,
2023-06-16 17:00:00.000 UTC,151,196,420,9.60E-07,
2023-06-16 18:00:00.000 UTC,174,287,622,1.02E-06,
2023-06-16 19:00:00.000 UTC,122,133,261,9.71E-07,
2023-06-16 20:00:00.000 UTC,117,140,288,9.79E-07,
2023-06-16 21:00:00.000 UTC,83,116,206,9.62E-07,
2023-06-16 22:00:00.000 UTC,97,127,223,9.70E-07,
2023-06-16 23:00:00.000 UTC,80,89,165,9.70E-07,
2023-06-17 00:00:00.000 UTC,78,79,147,9.60E-07,
2023-06-17 01:00:00.000 UTC,83,93,162,9.57E-07,
2023-06-17 02:00:00.000 UTC,79,107,211,9.77E-07,
2023-06-17 03:00:00.000 UTC,71,77,143,9.74E-07,
2023-06-17 04:00:00.000 UTC,60,69,129,9.80E-07,
2023-06-17 05:00:00.000 UTC,79,113,186,9.85E-07,
2023-06-17 06:00:00.000 UTC,77,106,167,9.97E-07,
2023-06-17 07:00:00.000 UTC,60,109,149,9.81E-07,
2023-06-17 08:00:00.000 UTC,67,92,152,9.80E-07,
2023-06-17 09:00:00.000 UTC,58,80,105,9.80E-07,
2023-06-17 10:00:00.000 UTC,55,75,122,9.89E-07,
2023-06-17 11:00:00.000 UTC,66,74,125,9.84E-07,
2023-06-17 12:00:00.000 UTC,73,120,192,9.90E-07,
2023-06-17 13:00:00.000 UTC,96,184,320,1.01E-06,
2023-06-17 14:00:00.000 UTC,81,115,196,9.94E-07,
2023-06-17 15:00:00.000 UTC,83,117,193,1.00E-06,
2023-06-17 16:00:00.000 UTC,82,128,231,1.02E-06,
2023-06-17 17:00:00.000 UTC,127,148,289,1.03E-06,
2023-06-17 18:00:00.000 UTC,77,97,171,1.01E-06,
2023-06-17 19:00:00.000 UTC,72,72,138,1.01E-06,
2023-06-17 20:00:00.000 UTC,83,76,154,1.00E-06,
2023-06-17 21:00:00.000 UTC,74,93,161,1.00E-06,
2023-06-17 22:00:00.000 UTC,57,71,130,1.00E-06,
2023-06-17 23:00:00.000 UTC,54,76,106,1.00E-06,
2023-06-18 00:00:00.000 UTC,66,63,127,9.89E-07,
2023-06-18 01:00:00.000 UTC,66,79,143,9.77E-07,
2023-06-18 02:00:00.000 UTC,54,67,115,9.81E-07,
2023-06-18 03:00:00.000 UTC,61,62,114,9.90E-07,
2023-06-18 04:00:00.000 UTC,64,63,108,9.90E-07,
2023-06-18 05:00:00.000 UTC,64,69,128,9.95E-07,
2023-06-18 06:00:00.000 UTC,40,44,77,9.90E-07,
2023-06-18 07:00:00.000 UTC,46,60,107,9.90E-07,
2023-06-18 08:00:00.000 UTC,41,45,73,9.82E-07,
2023-06-18 09:00:00.000 UTC,53,63,84,9.82E-07,
2023-06-18 10:00:00.000 UTC,45,68,94,9.82E-07,
2023-06-18 11:00:00.000 UTC,68,75,112,9.78E-07,
2023-06-18 12:00:00.000 UTC,54,54,90,9.70E-07,
2023-06-18 13:00:00.000 UTC,64,75,120,9.67E-07,
2023-06-18 14:00:00.000 UTC,68,67,123,9.66E-07,
2023-06-18 15:00:00.000 UTC,64,65,125,9.70E-07,
2023-06-18 16:00:00.000 UTC,78,92,170,9.73E-07,
2023-06-18 17:00:00.000 UTC,91,107,193,9.80E-07,
2023-06-18 18:00:00.000 UTC,67,64,119,9.68E-07,
2023-06-18 19:00:00.000 UTC,69,71,121,9.64E-07,
2023-06-18 20:00:00.000 UTC,110,108,207,9.45E-07,
2023-06-18 21:00:00.000 UTC,84,89,185,9.50E-07,
2023-06-18 22:00:00.000 UTC,70,51,115,9.40E-07,
2023-06-18 23:00:00.000 UTC,60,72,116,9.40E-07,
2023-06-19 00:00:00.000 UTC,72,76,159,9.39E-07,
2023-06-19 01:00:00.000 UTC,76,72,133,9.40E-07,
2023-06-19 02:00:00.000 UTC,62,68,116,9.40E-07,
2023-06-19 03:00:00.000 UTC,51,42,89,9.37E-07,
2023-06-19 04:00:00.000 UTC,59,50,111,9.30E-07,
2023-06-19 05:00:00.000 UTC,48,54,107,9.40E-07,
2023-06-19 06:00:00.000 UTC,37,35,68,9.40E-07,
2023-06-19 07:00:00.000 UTC,37,47,65,9.38E-07,
2023-06-19 08:00:00.000 UTC,57,68,107,9.33E-07,
2023-06-19 09:00:00.000 UTC,71,78,116,9.20E-07,
2023-06-19 10:00:00.000 UTC,58,74,124,9.21E-07,
2023-06-19 11:00:00.000 UTC,66,71,116,9.20E-07,
2023-06-19 12:00:00.000 UTC,53,68,94,9.30E-07,
2023-06-19 13:00:00.000 UTC,71,68,115,9.32E-07,
2023-06-19 14:00:00.000 UTC,74,73,134,9.20E-07,
2023-06-19 15:00:00.000 UTC,76,86,148,9.20E-07,
2023-06-19 16:00:00.000 UTC,53,68,113,9.22E-07,
2023-06-19 17:00:00.000 UTC,82,80,156,9.38E-07,
2023-06-19 18:00:00.000 UTC,99,106,181,9.48E-07,
2023-06-19 19:00:00.000 UTC,75,73,122,9.37E-07,
2023-06-19 20:00:00.000 UTC,86,108,180,9.42E-07,
2023-06-19 21:00:00.000 UTC,83,65,125,9.40E-07,
2023-06-19 22:00:00.000 UTC,66,59,111,9.45E-07,
2023-06-19 23:00:00.000 UTC,73,70,141,9.44E-07,
2023-06-20 00:00:00.000 UTC,51,46,92,9.47E-07,
2023-06-20 01:00:00.000 UTC,70,64,138,9.47E-07,
2023-06-20 02:00:00.000 UTC,74,63,132,9.38E-07,
2023-06-20 03:00:00.000 UTC,70,54,116,9.37E-07,
2023-06-20 04:00:00.000 UTC,66,52,115,9.29E-07,
2023-06-20 05:00:00.000 UTC,53,52,104,9.30E-07,
2023-06-20 06:00:00.000 UTC,67,67,136,9.30E-07,
2023-06-20 07:00:00.000 UTC,54,46,82,9.28E-07,
2023-06-20 08:00:00.000 UTC,49,44,86,9.28E-07,
2023-06-20 09:00:00.000 UTC,58,66,103,9.30E-07,
2023-06-20 10:00:00.000 UTC,47,56,78,9.30E-07,
2023-06-20 11:00:00.000 UTC,46,58,88,9.30E-07,
2023-06-20 12:00:00.000 UTC,48,54,112,9.37E-07,
2023-06-20 13:00:00.000 UTC,71,69,130,9.31E-07,
2023-06-20 14:00:00.000 UTC,79,92,165,9.13E-07,
2023-06-20 15:00:00.000 UTC,73,52,122,9.12E-07,
2023-06-20 16:00:00.000 UTC,72,64,140,9.33E-07,
2023-06-20 17:00:00.000 UTC,83,93,164,9.40E-07,
2023-06-20 18:00:00.000 UTC,85,112,209,9.69E-07,
2023-06-20 19:00:00.000 UTC,92,111,192,9.70E-07,
2023-06-20 20:00:00.000 UTC,101,95,213,9.80E-07,
2023-06-20 21:00:00.000 UTC,80,112,185,9.80E-07,
2023-06-20 22:00:00.000 UTC,95,102,202,9.80E-07,
2023-06-20 23:00:00.000 UTC,124,181,448,1.03E-06,
2023-06-21 00:00:00.000 UTC,132,186,364,1.05E-06,
2023-06-21 01:00:00.000 UTC,116,182,328,1.06E-06,
2023-06-21 02:00:00.000 UTC,85,136,256,1.06E-06,
2023-06-21 03:00:00.000 UTC,115,173,312,1.07E-06,
2023-06-21 04:00:00.000 UTC,106,174,354,1.08E-06,
2023-06-21 05:00:00.000 UTC,120,200,382,1.09E-06,
2023-06-21 06:00:00.000 UTC,106,134,247,1.07E-06,
2023-06-21 07:00:00.000 UTC,87,126,199,1.07E-06,
2023-06-21 08:00:00.000 UTC,70,84,156,1.06E-06,
2023-06-21 09:00:00.000 UTC,79,85,152,1.07E-06,
