,asset,time,HashRate,ReferenceRateUSD
149,btc,2014-05-30 00:00:00+00:00,86799.3634317572,570.349310929281
150,btc,2014-05-31 00:00:00+00:00,76404.2300866365,620.846360607832
151,btc,2014-06-01 00:00:00+00:00,90957.4167698054,627.892420689655
152,btc,2014-06-02 00:00:00+00:00,100313.036780414,630.074953535944
153,btc,2014-06-03 00:00:00+00:00,92516.6867715735,663.505723845704
154,btc,2014-06-04 00:00:00+00:00,94075.9567733416,672.387897136178
155,btc,2014-06-05 00:00:00+00:00,80296.3073918768,643.887368790181
156,btc,2014-06-06 00:00:00+00:00,81234.569832861,661.503558153127
157,btc,2014-06-07 00:00:00+00:00,90585.3116841256,650.133315897136
158,btc,2014-06-08 00:00:00+00:00,79481.3057357488,656.800271770894
159,btc,2014-06-09 00:00:00+00:00,91169.7330498296,657.819974868498
160,btc,2014-06-10 00:00:00+00:00,97598.3680725741,648.336322326125
161,btc,2014-06-11 00:00:00+00:00,85325.5193927892,650.936609585038
162,btc,2014-06-12 00:00:00+00:00,100520.474901094,631.489022209235
163,btc,2014-06-13 00:00:00+00:00,95260.6826097579,591.975077147867
164,btc,2014-06-14 00:00:00+00:00,104027.003095318,597.044999707773
165,btc,2014-06-15 00:00:00+00:00,111040.059483767,575.559461718293
166,btc,2014-06-16 00:00:00+00:00,109871.216752359,589.724646405611
167,btc,2014-06-17 00:00:00+00:00,107533.531289543,590.567482174167
168,btc,2014-06-18 00:00:00+00:00,103872.344332371,609.080002922268
169,btc,2014-06-19 00:00:00+00:00,111761.157396392,607.629796025716
170,btc,2014-06-20 00:00:00+00:00,124476.49865706,595.751476914085
171,btc,2014-06-21 00:00:00+00:00,124476.49865706,591.531522793688
172,btc,2014-06-22 00:00:00+00:00,120461.127732638,592.764349503215
173,btc,2014-06-23 00:00:00+00:00,117784.213783024,599.634633547633
174,btc,2014-06-24 00:00:00+00:00,125814.955631867,589.552299824664
175,btc,2014-06-25 00:00:00+00:00,125145.727144463,579.973718585622
176,btc,2014-06-26 00:00:00+00:00,114438.071346006,562.236779953244
177,btc,2014-06-27 00:00:00+00:00,131838.012018499,580.749230274693
178,btc,2014-06-28 00:00:00+00:00,121799.584707445,600.638305376973
179,btc,2014-06-29 00:00:00+00:00,121250.583447258,594.390304208065
180,btc,2014-06-30 00:00:00+00:00,110358.632936103,600.840518410286
181,btc,2014-07-01 00:00:00+00:00,111194.683185619,638.94611396844
182,btc,2014-07-02 00:00:00+00:00,114538.884183682,642.95659672706
183,btc,2014-07-03 00:00:00+00:00,116210.984682714,651.298347749854
184,btc,2014-07-04 00:00:00+00:00,138784.341419644,646.413389130333
185,btc,2014-07-05 00:00:00+00:00,127079.637926421,630.635502922268
186,btc,2014-07-06 00:00:00+00:00,118719.135431262,630.468341905318
187,btc,2014-07-07 00:00:00+00:00,125407.53742739,634.67267445938
188,btc,2014-07-08 00:00:00+00:00,125407.53742739,622.854978959673
189,btc,2014-07-09 00:00:00+00:00,138784.341419644,624.894331092928
190,btc,2014-07-10 00:00:00+00:00,124571.487177874,621.939091759205
191,btc,2014-07-11 00:00:00+00:00,130423.838924485,616.522849795441
192,btc,2014-07-12 00:00:00+00:00,131517.316592705,634.494378141438
193,btc,2014-07-13 00:00:00+00:00,137886.878621816,636.923957934541
194,btc,2014-07-14 00:00:00+00:00,116342.053837157,629.87575043834
195,btc,2014-07-15 00:00:00+00:00,137025.08563043,619.197459088252
196,btc,2014-07-16 00:00:00+00:00,124098.190759634,621.934601402689
197,btc,2014-07-17 00:00:00+00:00,148228.394518452,616.351882232612
198,btc,2014-07-18 00:00:00+00:00,148228.394518452,624.259274985389
199,btc,2014-07-19 00:00:00+00:00,152537.359475384,630.750140268849
200,btc,2014-07-20 00:00:00+00:00,133577.913664884,629.17336440678
201,btc,2014-07-21 00:00:00+00:00,133577.913664884,625.248676212741
202,btc,2014-07-22 00:00:00+00:00,122374.604776862,621.305331385155
203,btc,2014-07-23 00:00:00+00:00,125821.776742407,619.823264465225
204,btc,2014-07-24 00:00:00+00:00,123236.397768248,619.772816773817
205,btc,2014-07-25 00:00:00+00:00,141655.467292385,602.87964552893
206,btc,2014-07-26 00:00:00+00:00,124806.737276296,601.578514319112
207,btc,2014-07-27 00:00:00+00:00,142503.2149498,594.702607247224
208,btc,2014-07-28 00:00:00+00:00,139709.03426451,591.575444184687
209,btc,2014-07-29 00:00:00+00:00,138777.640702747,587.493004967855
210,btc,2014-07-30 00:00:00+00:00,160199.692623305,584.11239333723
211,btc,2014-07-31 00:00:00+00:00,143434.608511564,562.914625073057
212,btc,2014-08-01 00:00:00+00:00,146228.789196854,581.975561952075
213,btc,2014-08-02 00:00:00+00:00,151817.150567434,596.506759205143
214,btc,2014-08-03 00:00:00+00:00,143434.608511564,589.757261542957
215,btc,2014-08-04 00:00:00+00:00,119218.375905715,586.753736703682
216,btc,2014-08-05 00:00:00+00:00,125738.130838059,587.60833547633
217,btc,2014-08-06 00:00:00+00:00,152748.544129197,581.881988603156
218,btc,2014-08-07 00:00:00+00:00,149022.969882144,582.248371420222
219,btc,2014-08-08 00:00:00+00:00,153677.347167073,586.046633547633
220,btc,2014-08-09 00:00:00+00:00,178499.415531386,589.024412624196
221,btc,2014-08-10 00:00:00+00:00,173595.585434369,588.978521332554
222,btc,2014-08-11 00:00:00+00:00,178499.415531386,589.373502045587
223,btc,2014-08-12 00:00:00+00:00,170653.28737616,573.441483927528
224,btc,2014-08-13 00:00:00+00:00,142211.072813467,568.307520163647
225,btc,2014-08-14 00:00:00+00:00,176537.883492579,548.370175336061
226,btc,2014-08-15 00:00:00+00:00,161826.393201531,505.107499707773
227,btc,2014-08-16 00:00:00+00:00,154961.031065708,500.323060132671
228,btc,2014-08-17 00:00:00+00:00,166730.223298547,521.7479628872
229,btc,2014-08-18 00:00:00+00:00,194191.671841837,497.764658971362
230,btc,2014-08-19 00:00:00+00:00,189172.925205021,468.957918176505
231,btc,2014-08-20 00:00:00+00:00,200319.92108908,486.794350672122
232,btc,2014-08-21 00:00:00+00:00,195578.621181646,515.120353886616
