Timestamp,ERCOT Avg_345kv-Day Ahead,$/MW - Miner Hash Spread,Final Price/TWH
4/16/2021,$25.79 ,$454.45 ,$117.02 
4/17/2021,$33.14 ,$440.80 ,$115.30 
4/18/2021,$56.16 ,$381.61 ,$105.45 
4/19/2021,$39.31 ,$394.52 ,$104.38 
4/20/2021,$21.65 ,$417.80 ,$105.91 
4/21/2021,$27.16 ,$392.67 ,$100.57 
4/22/2021,$20.08 ,$383.89 ,$96.25 
4/23/2021,$20.50 ,$377.24 ,$94.55 
4/24/2021,$50.01 ,$339.87 ,$92.41 
4/25/2021,$18.60 ,$363.64 ,$90.33 
4/26/2021,$18.64 ,$402.31 ,$100.87 
4/27/2021,$20.08 ,$408.48 ,$102.94 
4/28/2021,$33.12 ,$393.97 ,$102.54 
4/29/2021,$28.24 ,$389.23 ,$99.92 
4/30/2021,$31.81 ,$418.52 ,$108.87 
5/1/2021,$34.06 ,$481.56 ,$126.66 
5/2/2021,$23.76 ,$481.17 ,$123.74 
5/3/2021,$33.51 ,$476.66 ,$125.17 
5/4/2021,$26.95 ,$448.73 ,$115.78 
5/5/2021,$24.49 ,$487.68 ,$125.71 
5/6/2021,$28.40 ,$475.40 ,$123.43 
5/7/2021,$19.58 ,$492.10 ,$125.58 
5/8/2021,$16.72 ,$507.42 ,$128.98 
5/9/2021,$27.06 ,$492.19 ,$127.64 
5/10/2021,$31.45 ,$466.45 ,$121.83 
5/11/2021,$27.58 ,$478.25 ,$123.99 
5/12/2021,$26.39 ,$418.82 ,$107.48 
5/13/2021,$25.71 ,$339.24 ,$85.62 
5/14/2021,$20.95 ,$345.06 ,$85.91 
5/15/2021,$19.77 ,$323.71 ,$79.78 
5/16/2021,$25.64 ,$314.93 ,$78.98 
5/17/2021,$23.29 ,$295.08 ,$72.94 
5/18/2021,$22.74 ,$292.72 ,$72.14 
5/19/2021,$24.58 ,$248.07 ,$60.48 
5/20/2021,$22.90 ,$274.41 ,$67.20 
5/21/2021,$19.67 ,$253.87 ,$60.73 
5/22/2021,$24.14 ,$252.13 ,$61.47 
5/23/2021,$17.69 ,$238.35 ,$55.96 
5/24/2021,$22.68 ,$261.10 ,$63.52 
5/25/2021,$23.66 ,$256.77 ,$62.60 
5/26/2021,$25.27 ,$262.90 ,$64.71 
5/27/2021,$22.75 ,$260.01 ,$63.24 
5/28/2021,$26.96 ,$234.97 ,$57.56 
5/29/2021,$25.21 ,$228.81 ,$55.41 
5/30/2021,$22.66 ,$288.59 ,$71.00 
5/31/2021,$25.61 ,$300.28 ,$74.98 
6/1/2021,$27.82 ,$292.18 ,$73.38 
6/2/2021,$25.16 ,$303.72 ,$75.80 
6/3/2021,$25.97 ,$316.14 ,$79.40 
6/4/2021,$24.28 ,$298.62 ,$74.17 
6/5/2021,$23.14 ,$287.18 ,$70.74 
6/6/2021,$23.95 ,$288.67 ,$71.37 
6/7/2021,$26.56 ,$266.68 ,$66.09 
6/8/2021,$30.61 ,$261.53 ,$65.79 
6/9/2021,$29.26 ,$296.40 ,$74.92 
6/10/2021,$28.41 ,$292.48 ,$73.62 
6/11/2021,$26.02 ,$299.22 ,$74.81 
6/12/2021,$37.40 ,$272.74 ,$70.69 
6/13/2021,$51.03 ,$308.79 ,$84.23 
6/14/2021,$54.33 ,$319.47 ,$88.03 
6/15/2021,$277.91 ,$93.16 ,$87.29 
6/16/2021,$85.83 ,$267.24 ,$82.39 
6/17/2021,$39.83 ,$311.60 ,$81.94 
6/18/2021,$37.71 ,$291.63 ,$75.92 
6/19/2021,$42.39 ,$286.53 ,$75.81 
6/20/2021,$26.47 ,$302.78 ,$75.90 
6/21/2021,$23.92 ,$267.36 ,$65.56 
6/22/2021,$29.88 ,$269.61 ,$67.79 
6/23/2021,$25.40 ,$284.93 ,$70.75 
6/24/2021,$27.40 ,$291.94 ,$73.20 
6/25/2021,$27.31 ,$264.74 ,$65.77 
6/26/2021,$30.03 ,$264.90 ,$66.55 
6/27/2021,$36.62 ,$282.51 ,$73.14 
6/28/2021,$30.77 ,$286.53 ,$72.64 
6/29/2021,$30.35 ,$300.70 ,$76.39 
6/30/2021,$34.70 ,$288.28 ,$74.19 
7/1/2021,$38.46 ,$271.09 ,$70.53 
7/2/2021,$37.94 ,$274.98 ,$71.45 
7/3/2021,$31.23 ,$412.52 ,$107.08 
7/4/2021,$30.27 ,$421.29 ,$109.21 
7/5/2021,$30.37 ,$402.46 ,$104.11 
7/6/2021,$32.85 ,$404.30 ,$105.28 
7/7/2021,$32.21 ,$401.00 ,$104.21 
7/8/2021,$35.71 ,$384.65 ,$100.71 
7/9/2021,$32.84 ,$400.72 ,$104.31 
7/10/2021,$27.90 ,$401.05 ,$103.05 
7/11/2021,$36.03 ,$402.19 ,$105.58 
7/12/2021,$34.90 ,$389.80 ,$101.89 
7/13/2021,$32.13 ,$385.27 ,$99.91 
7/14/2021,$28.33 ,$391.53 ,$100.58 
7/15/2021,$30.35 ,$374.97 ,$96.61 
7/16/2021,$32.32 ,$369.87 ,$95.76 
7/17/2021,$36.27 ,$387.87 ,$101.74 
7/18/2021,$41.07 ,$386.63 ,$102.71 
7/19/2021,$51.40 ,$363.13 ,$99.12 
7/20/2021,$31.39 ,$369.01 ,$95.27 
7/21/2021,$34.86 ,$397.11 ,$103.87 
7/22/2021,$34.40 ,$400.21 ,$104.59 
7/23/2021,$31.15 ,$419.20 ,$108.88 
7/24/2021,$32.41 ,$428.25 ,$111.69 
7/25/2021,$40.88 ,$432.91 ,$115.26 
7/26/2021,$93.78 ,$409.03 ,$123.17 
7/27/2021,$87.49 ,$441.05 ,$130.17 
7/28/2021,$53.34 ,$484.70 ,$132.76 
7/29/2021,$62.30 ,$475.95 ,$132.82 
7/30/2021,$62.45 ,$503.27 ,$140.30 
7/31/2021,$54.67 ,$473.98 ,$130.20 
8/1/2021,$44.22 ,$464.68 ,$124.83 
8/2/2021,$36.21 ,$460.63 ,$121.54 
8/3/2021,$36.54 ,$447.33 ,$118.01 
8/4/2021,$40.25 ,$464.39 ,$123.67 
8/5/2021,$43.51 ,$474.51 ,$127.31 
8/6/2021,$37.31 ,$505.72 ,$134.12 
8/7/2021,$31.08 ,$535.58 ,$140.55 
8/8/2021,$28.89 ,$526.30 ,$137.43 
8/9/2021,$31.10 ,$555.78 ,$146.06 
8/10/2021,$31.35 ,$546.77 ,$143.68 
8/11/2021,$35.66 ,$542.45 ,$143.67 
8/12/2021,$41.99 ,$521.35 ,$139.65 
8/13/2021,$46.22 ,$518.96 ,$140.15 
8/14/2021,$46.52 ,$509.98 ,$137.79 
8/15/2021,$39.05 ,$517.07 ,$137.68 
8/16/2021,$39.10 ,$504.49 ,$134.27 
8/17/2021,$35.12 ,$493.00 ,$130.06 
8/18/2021,$27.98 ,$501.39 ,$130.40 
8/19/2021,$32.87 ,$519.15 ,$136.57 
8/20/2021,$33.34 ,$549.65 ,$145.00 
8/21/2021,$39.41 ,$538.46 ,$143.61 
8/22/2021,$35.52 ,$547.26 ,$144.95 
8/23/2021,$38.36 ,$547.08 ,$145.67 
8/24/2021,$41.26 ,$523.03 ,$139.91 
8/25/2021,$46.59 ,$464.32 ,$125.37 
8/26/2021,$51.75 ,$438.07 ,$119.63 
8/27/2021,$38.88 ,$472.68 ,$125.55 
8/28/2021,$35.77 ,$474.32 ,$125.15 
8/29/2021,$42.03 ,$468.73 ,$125.33 
8/30/2021,$65.19 ,$426.23 ,$120.06 
8/31/2021,$75.32 ,$417.61 ,$120.47 
9/1/2021,$44.88 ,$463.97 ,$124.81 
9/2/2021,$41.88 ,$473.00 ,$126.45 
9/3/2021,$43.54 ,$478.32 ,$128.35 
9/4/2021,$46.01 ,$475.23 ,$128.19 
9/5/2021,$44.35 ,$495.57 ,$133.27 
9/6/2021,$46.66 ,$502.32 ,$135.74 
9/7/2021,$50.40 ,$416.69 ,$113.44 
9/8/2021,$45.35 ,$414.19 ,$111.38 
9/9/2021,$46.16 ,$416.75 ,$112.30 
9/10/2021,$39.07 ,$408.98 ,$108.25 
9/11/2021,$39.47 ,$411.17 ,$108.96 
9/12/2021,$42.27 ,$417.70 ,$111.50 
9/13/2021,$41.05 ,$408.16 ,$108.57 
9/14/2021,$49.37 ,$420.07 ,$114.08 
9/15/2021,$49.97 ,$430.57 ,$117.10 
9/16/2021,$48.17 ,$428.94 ,$116.17 
9/17/2021,$55.20 ,$415.97 ,$114.55 
9/18/2021,$54.01 ,$427.44 ,$117.35 
9/19/2021,$47.48 ,$424.22 ,$114.69 
9/20/2021,$49.07 ,$379.21 ,$102.87 
9/21/2021,$38.87 ,$354.28 ,$93.30 
9/22/2021,$39.22 ,$382.33 ,$101.04 
9/23/2021,$34.86 ,$399.47 ,$104.52 
9/24/2021,$34.32 ,$379.75 ,$99.00 
9/25/2021,$38.50 ,$375.10 ,$98.87 
9/26/2021,$36.27 ,$382.17 ,$100.19 
9/27/2021,$42.21 ,$366.56 ,$97.55 
9/28/2021,$43.47 ,$353.54 ,$94.35 
9/29/2021,$46.12 ,$355.78 ,$95.68 
9/30/2021,$47.78 ,$375.53 ,$101.51 
10/1/2021,$49.78 ,$415.79 ,$113.02 
10/2/2021,$50.75 ,$411.31 ,$112.07 
10/3/2021,$53.22 ,$413.34 ,$113.29 
10/4/2021,$63.78 ,$389.72 ,$109.74 
10/5/2021,$54.17 ,$422.24 ,$115.98 
10/6/2021,$51.45 ,$460.73 ,$125.72 
10/7/2021,$49.95 ,$446.94 ,$121.55 
10/8/2021,$50.29 ,$447.60 ,$121.83 
10/9/2021,$40.33 ,$468.50 ,$124.81 
10/10/2021,$39.10 ,$466.10 ,$123.82 
10/11/2021,$55.77 ,$474.92 ,$130.76 
10/12/2021,$32.84 ,$485.20 ,$127.31 
10/13/2021,$51.77 ,$478.40 ,$130.62 
10/14/2021,$62.36 ,$467.59 ,$130.56 
10/15/2021,$45.85 ,$523.06 ,$141.17 
10/16/2021,$43.82 ,$518.80 ,$139.46 
10/17/2021,$42.60 ,$526.95 ,$141.34 
10/18/2021,$34.72 ,$532.53 ,$140.72 
10/19/2021,$31.68 ,$556.28 ,$146.36 
10/20/2021,$105.85 ,$498.20 ,$150.74 
10/21/2021,$137.32 ,$433.68 ,$141.74 
10/22/2021,$46.98 ,$508.63 ,$137.54 
10/23/2021,$33.60 ,$527.86 ,$139.14 
10/24/2021,$47.42 ,$509.82 ,$137.99 
10/25/2021,$67.51 ,$508.82 ,$143.19 
10/26/2021,$35.90 ,$517.38 ,$136.91 
10/27/2021,$34.10 ,$502.62 ,$132.40 
10/28/2021,$33.51 ,$520.90 ,$137.22 
10/29/2021,$42.38 ,$527.24 ,$141.36 
10/30/2021,$44.74 ,$520.31 ,$140.12 
10/31/2021,$42.39 ,$478.40 ,$128.06 
11/1/2021,$51.40 ,$466.77 ,$127.35 
11/2/2021,$49.48 ,$486.66 ,$132.24 
11/3/2021,$61.86 ,$472.78 ,$131.83 
11/4/2021,$66.58 ,$454.78 ,$128.22 
11/5/2021,$49.56 ,$469.14 ,$127.49 
11/6/2021,$44.26 ,$477.60 ,$128.35 
11/7/2021,$35.19 ,$501.60 ,$132.42 
11/8/2021,$33.24 ,$540.35 ,$142.44 
11/9/2021,$40.56 ,$527.57 ,$140.96 
11/10/2021,$27.75 ,$522.33 ,$136.04 
11/11/2021,$45.38 ,$504.68 ,$136.03 
11/12/2021,$37.00 ,$508.53 ,$134.80 
11/13/2021,$31.90 ,$515.21 ,$135.23 
11/14/2021,$41.19 ,$488.52 ,$130.49 
11/15/2021,$37.46 ,$479.28 ,$126.96 
11/16/2021,$25.40 ,$463.53 ,$119.39 
11/17/2021,$30.88 ,$458.41 ,$119.48 
11/18/2021,$37.28 ,$423.79 ,$111.80 
11/19/2021,$34.56 ,$436.69 ,$114.57 
11/20/2021,$31.85 ,$452.66 ,$118.18 
11/21/2021,$36.90 ,$438.59 ,$115.72 
11/22/2021,$40.14 ,$416.63 ,$110.63 
11/23/2021,$27.41 ,$439.53 ,$113.40 
11/24/2021,$26.80 ,$436.79 ,$112.48 
11/25/2021,$26.60 ,$451.11 ,$116.33 
11/26/2021,$38.25 ,$397.58 ,$104.92 
11/27/2021,$40.10 ,$402.05 ,$106.65 
11/28/2021,$36.43 ,$434.31 ,$114.43 
11/29/2021,$37.57 ,$438.23 ,$115.81 
11/30/2021,$34.44 ,$433.95 ,$113.79 
12/1/2021,$41.22 ,$429.36 ,$114.39 
12/2/2021,$33.78 ,$430.76 ,$112.74 
12/3/2021,$31.05 ,$411.41 ,$106.73 
12/4/2021,$36.69 ,$366.25 ,$95.97 
12/5/2021,$26.64 ,$378.04 ,$96.44 
12/6/2021,$29.83 ,$385.70 ,$99.40 
12/7/2021,$31.49 ,$384.86 ,$99.62 
12/8/2021,$32.55 ,$383.21 ,$99.46 
12/9/2021,$22.93 ,$371.35 ,$93.61 
12/10/2021,$23.90 ,$365.04 ,$92.16 
12/11/2021,$28.15 ,$346.79 ,$88.34 
12/12/2021,$23.41 ,$357.34 ,$89.92 
12/13/2021,$24.11 ,$331.14 ,$82.98 
12/14/2021,$21.69 ,$346.11 ,$86.40 
12/15/2021,$19.26 ,$351.62 ,$87.24 
12/16/2021,$37.73 ,$324.61 ,$84.91 
12/17/2021,$30.59 ,$321.35 ,$82.08 
12/18/2021,$20.45 ,$336.33 ,$83.40 
12/19/2021,$34.10 ,$321.38 ,$83.04 
12/20/2021,$37.87 ,$318.08 ,$83.17 
12/21/2021,$32.01 ,$339.92 ,$87.52 
12/22/2021,$31.06 ,$338.51 ,$86.88 
12/23/2021,$22.60 ,$363.10 ,$91.27 
12/24/2021,$12.63 ,$373.78 ,$91.47 
12/25/2021,$24.23 ,$359.33 ,$90.69 
12/26/2021,$19.89 ,$364.86 ,$91.01 
12/27/2021,$26.72 ,$356.55 ,$90.61 
12/28/2021,$23.60 ,$337.40 ,$84.54 
12/29/2021,$27.30 ,$324.14 ,$81.94 
12/30/2021,$27.05 ,$330.30 ,$83.55 
12/31/2021,$27.30 ,$323.54 ,$81.78 
1/1/2022,$20.70 ,$339.92 ,$84.44 
1/2/2022,$38.27 ,$320.27 ,$83.87 
1/3/2022,$35.79 ,$316.10 ,$82.07 
1/4/2022,$22.15 ,$325.65 ,$80.95 
1/5/2022,$28.13 ,$301.97 ,$76.13 
1/6/2022,$28.57 ,$298.23 ,$75.23 
1/7/2022,$28.97 ,$285.79 ,$71.95 
1/8/2022,$24.09 ,$290.74 ,$71.97 
1/9/2022,$23.46 ,$292.63 ,$72.31 
1/10/2022,$36.05 ,$279.35 ,$72.13 
1/11/2022,$34.66 ,$287.54 ,$73.98 
1/12/2022,$35.88 ,$295.48 ,$76.47 
1/13/2022,$35.84 ,$285.42 ,$73.72 
1/14/2022,$27.26 ,$297.81 ,$74.76 
1/15/2022,$23.12 ,$302.68 ,$74.96 
1/16/2022,$39.53 ,$285.70 ,$74.80 
1/17/2022,$35.40 ,$283.13 ,$72.98 
1/18/2022,$22.01 ,$297.56 ,$73.26 
1/19/2022,$22.25 ,$292.49 ,$71.95 
1/20/2022,$43.56 ,$263.45 ,$69.84 
1/21/2022,$42.04 ,$209.36 ,$54.70 
1/22/2022,$37.27 ,$204.45 ,$52.06 
1/23/2022,$30.52 ,$219.60 ,$54.35 
1/24/2022,$32.11 ,$220.78 ,$55.10 
1/25/2022,$27.28 ,$227.61 ,$55.65 
1/26/2022,$34.82 ,$219.42 ,$55.47 
1/27/2022,$35.60 ,$220.69 ,$56.03 
1/28/2022,$35.54 ,$225.17 ,$57.23 
1/29/2022,$40.00 ,$223.11 ,$57.89 
1/30/2022,$37.40 ,$224.32 ,$57.51 
1/31/2022,$38.87 ,$226.44 ,$58.48 
2/1/2022,$32.20 ,$235.37 ,$59.10 
2/2/2022,$29.66 ,$225.08 ,$55.61 
2/3/2022,$73.44 ,$181.95 ,$55.78 
2/4/2022,$111.14 ,$174.77 ,$64.10 
2/5/2022,$49.04 ,$236.22 ,$63.92 
2/6/2022,$41.07 ,$251.00 ,$65.77 
2/7/2022,$42.48 ,$260.00 ,$68.61 
2/8/2022,$29.11 ,$274.67 ,$68.96 
2/9/2022,$35.97 ,$269.44 ,$69.41 
2/10/2022,$34.17 ,$265.73 ,$67.91 
2/11/2022,$21.17 ,$270.88 ,$65.77 
2/12/2022,$25.02 ,$265.59 ,$65.38 
2/13/2022,$32.11 ,$258.80 ,$65.46 
2/14/2022,$22.31 ,$271.08 ,$66.13 
2/15/2022,$13.92 ,$293.23 ,$69.88 
2/16/2022,$12.96 ,$289.92 ,$68.72 
2/17/2022,$22.26 ,$244.24 ,$58.81 
2/18/2022,$40.07 ,$223.03 ,$57.88 
2/19/2022,$31.17 ,$232.56 ,$58.06 
2/20/2022,$17.68 ,$235.10 ,$55.07 
2/21/2022,$16.54 ,$226.72 ,$52.48 
2/22/2022,$24.15 ,$227.67 ,$54.81 
2/23/2022,$38.95 ,$206.28 ,$53.02 
2/24/2022,$49.23 ,$202.53 ,$54.80 
2/25/2022,$60.08 ,$197.67 ,$56.43 
2/26/2022,$63.88 ,$192.76 ,$56.12 
2/27/2022,$37.35 ,$210.57 ,$53.75 
2/28/2022,$38.52 ,$245.44 ,$63.56 
3/1/2022,$36.22 ,$255.25 ,$65.61 
3/2/2022,$34.12 ,$254.65 ,$64.87 
3/3/2022,$33.45 ,$249.83 ,$63.38 
3/4/2022,$20.67 ,$240.51 ,$57.36 
3/5/2022,$25.39 ,$237.59 ,$57.85 
3/6/2022,$32.56 ,$223.80 ,$56.05 
3/7/2022,$38.93 ,$214.72 ,$55.31 
3/8/2022,$73.65 ,$184.72 ,$56.60 
3/9/2022,$52.67 ,$227.40 ,$62.50 
3/10/2022,$34.32 ,$228.92 ,$57.92 
3/11/2022,$44.79 ,$214.15 ,$56.75 
3/12/2022,$52.20 ,$207.57 ,$56.98 
3/13/2022,$24.38 ,$228.05 ,$54.98 
3/14/2022,$25.64 ,$238.68 ,$58.22 
3/15/2022,$42.45 ,$219.90 ,$57.68 
3/16/2022,$23.00 ,$251.51 ,$60.99 
3/17/2022,$15.41 ,$258.76 ,$60.90 
3/18/2022,$36.40 ,$243.60 ,$62.49 
3/19/2022,$38.58 ,$243.90 ,$63.16 
3/20/2022,$14.17 ,$261.99 ,$61.44 
3/21/2022,$21.94 ,$253.12 ,$61.14 
3/22/2022,$27.65 ,$255.95 ,$63.47 
3/23/2022,$43.86 ,$243.34 ,$64.45 
3/24/2022,$46.23 ,$248.09 ,$66.39 
3/25/2022,$53.29 ,$243.88 ,$67.16 
3/26/2022,$41.51 ,$256.58 ,$67.41 
3/27/2022,$32.38 ,$281.13 ,$71.61 
3/28/2022,$34.23 ,$280.88 ,$72.05 
3/29/2022,$27.76 ,$290.20 ,$72.82 
3/30/2022,$40.79 ,$274.56 ,$72.11 
3/31/2022,$51.36 ,$241.57 ,$66.01 
4/1/2022,$34.39 ,$263.05 ,$67.24 
4/2/2022,$51.36 ,$243.72 ,$66.59 
4/3/2022,$30.29 ,$268.32 ,$67.55 
4/4/2022,$57.22 ,$242.52 ,$67.86 
4/5/2022,$63.68 ,$229.40 ,$66.05 
4/6/2022,$44.22 ,$233.55 ,$61.88 
4/7/2022,$48.37 ,$231.50 ,$62.45 
4/8/2022,$56.64 ,$215.39 ,$60.32 
4/9/2022,$29.42 ,$245.60 ,$61.13 
4/10/2022,$28.40 ,$243.38 ,$60.25 
4/11/2022,$85.10 ,$168.92 ,$55.41 
4/12/2022,$55.42 ,$202.86 ,$56.57 
4/13/2022,$80.37 ,$184.29 ,$58.31 
4/14/2022,$57.55 ,$202.41 ,$57.03 
4/15/2022,$43.99 ,$220.05 ,$58.14 
4/16/2022,$69.35 ,$193.90 ,$57.92 
4/17/2022,$66.66 ,$192.02 ,$56.68 
4/18/2022,$53.23 ,$212.67 ,$58.65 
4/19/2022,$41.01 ,$229.26 ,$59.84 
4/20/2022,$57.80 ,$211.64 ,$59.61 
4/21/2022,$52.45 ,$211.47 ,$58.11 
4/22/2022,$44.23 ,$214.56 ,$56.71 
4/23/2022,$44.49 ,$212.65 ,$56.26 
4/24/2022,$57.33 ,$199.81 ,$56.26 
4/25/2022,$53.38 ,$210.24 ,$58.02 
4/26/2022,$55.14 ,$192.77 ,$53.75 
4/27/2022,$46.34 ,$195.75 ,$52.16 
4/28/2022,$46.32 ,$198.94 ,$53.03 
4/29/2022,$51.29 ,$186.85 ,$51.08 
4/30/2022,$64.77 ,$167.92 ,$49.60 
5/1/2022,$46.62 ,$190.78 ,$50.88 
5/2/2022,$47.36 ,$190.35 ,$50.97 
5/3/2022,$66.90 ,$166.00 ,$49.66 
5/4/2022,$62.64 ,$182.24 ,$52.92 
5/5/2022,$91.24 ,$134.35 ,$47.67 
5/6/2022,$134.66 ,$87.77 ,$46.81 
5/7/2022,$80.07 ,$139.21 ,$45.95 
5/8/2022,$69.93 ,$139.75 ,$43.34 
5/9/2022,$69.94 ,$117.51 ,$37.28 
5/10/2022,$70.93 ,$111.45 ,$35.90 
5/11/2022,$79.64 ,$90.34 ,$32.52 
5/12/2022,$103.74 ,$67.42 ,$32.84 
5/13/2022,$160.68 ,$11.42 ,$33.10 
5/14/2022,$181.28 ,($4.24),$34.45 
5/15/2022,$223.40 ,($39.30),$36.37 
5/16/2022,$106.39 ,$69.32 ,$34.08 
5/17/2022,$66.93 ,$112.12 ,$34.99 
5/18/2022,$82.56 ,$86.61 ,$32.30 
5/19/2022,$77.10 ,$101.35 ,$34.83 
5/20/2022,$73.70 ,$98.13 ,$33.03 
5/21/2022,$78.45 ,$94.61 ,$33.36 
5/22/2022,$66.01 ,$112.45 ,$34.83 
5/23/2022,$69.02 ,$102.22 ,$32.87 
5/24/2022,$64.39 ,$110.06 ,$33.74 
5/25/2022,$76.48 ,$105.33 ,$35.74 
5/26/2022,$79.85 ,$100.52 ,$35.35 
5/27/2022,$93.76 ,$82.12 ,$34.13 
5/28/2022,$69.87 ,$108.61 ,$34.84 
5/29/2022,$55.01 ,$125.89 ,$35.50 
5/30/2022,$50.93 ,$143.98 ,$39.31 
5/31/2022,$61.68 ,$134.04 ,$39.53 
6/1/2022,$92.91 ,$90.25 ,$36.11 
6/2/2022,$92.13 ,$95.19 ,$37.25 
6/3/2022,$75.53 ,$107.16 ,$35.99 
6/4/2022,$70.06 ,$113.33 ,$36.18 
6/5/2022,$61.48 ,$122.36 ,$36.30 
6/6/2022,$73.40 ,$119.48 ,$38.76 
6/7/2022,$84.42 ,$107.18 ,$38.41 
6/8/2022,$84.04 ,$99.37 ,$36.18 
6/9/2022,$95.30 ,$87.47 ,$36.01 
6/10/2022,$115.98 ,$60.54 ,$34.30 
6/11/2022,$84.22 ,$87.91 ,$33.11 
6/12/2022,$71.58 ,$90.93 ,$30.49 
6/13/2022,$64.43 ,$72.13 ,$23.42 
6/14/2022,$67.00 ,$67.76 ,$22.93 
6/15/2022,$65.66 ,$71.32 ,$23.54 
6/16/2022,$76.61 ,$47.02 ,$19.90 
6/17/2022,$96.36 ,$27.88 ,$20.07 
6/18/2022,$78.21 ,$37.25 ,$17.67 
6/19/2022,$69.85 ,$54.74 ,$20.16 
6/20/2022,$67.49 ,$57.81 ,$20.35 
6/21/2022,$76.78 ,$49.00 ,$20.49 
6/22/2022,$112.36 ,$11.87 ,$20.06 
6/23/2022,$165.37 ,($34.33),$21.92 
6/24/2022,$89.55 ,$42.64 ,$22.23 
6/25/2022,$70.84 ,$62.69 ,$22.60 
6/26/2022,$64.30 ,$66.47 ,$21.84 
6/27/2022,$65.23 ,$63.69 ,$21.34 
6/28/2022,$72.47 ,$53.60 ,$20.56 
6/29/2022,$66.62 ,$58.26 ,$20.24 
6/30/2022,$73.37 ,$49.48 ,$19.69 
7/1/2022,$69.06 ,$51.09 ,$18.95 
7/2/2022,$66.65 ,$52.96 ,$18.81 
7/3/2022,$59.28 ,$60.68 ,$18.90 
7/4/2022,$54.93 ,$70.95 ,$20.51 
7/5/2022,$59.35 ,$66.07 ,$20.39 
7/6/2022,$58.24 ,$71.40 ,$21.54 
7/7/2022,$89.10 ,$47.38 ,$23.40 
7/8/2022,$141.55 ,($3.96),$23.70 
7/9/2022,$118.82 ,$17.30 ,$23.30 
7/10/2022,$160.10 ,($28.60),$22.04 
7/11/2022,$447.87 ,($321.82),$20.56 
7/12/2022,$100.28 ,$21.54 ,$19.41 
7/13/2022,$202.40 ,($75.06),$20.91 
7/14/2022,$169.98 ,($40.26),$21.56 
7/15/2022,$120.37 ,$10.95 ,$22.00 
7/16/2022,$108.73 ,$24.92 ,$22.63 
7/17/2022,$128.40 ,$2.90 ,$21.99 
7/18/2022,$283.46 ,($142.29),$24.68 
7/19/2022,$155.68 ,($8.16),$26.41 
7/20/2022,$166.70 ,($19.68),$26.27 
7/21/2022,$84.24 ,$69.47 ,$28.09 
7/22/2022,$89.34 ,$61.44 ,$27.30 
7/23/2022,$75.23 ,$73.98 ,$26.87 
7/24/2022,$73.27 ,$76.91 ,$27.13 
7/25/2022,$87.67 ,$54.29 ,$24.89 
7/26/2022,$85.47 ,$55.34 ,$24.58 
7/27/2022,$89.90 ,$62.14 ,$27.64 
7/28/2022,$100.71 ,$57.53 ,$29.32 
7/29/2022,$96.97 ,$61.10 ,$29.28 
7/30/2022,$85.29 ,$71.74 ,$29.00 
7/31/2022,$79.78 ,$75.15 ,$28.42 
8/1/2022,$81.98 ,$72.80 ,$28.38 
8/2/2022,$69.49 ,$83.05 ,$27.77 
8/3/2022,$78.12 ,$73.57 ,$27.54 
8/4/2022,$128.36 ,$19.35 ,$26.46 
8/5/2022,$97.28 ,$54.39 ,$27.54 
8/6/2022,$71.78 ,$78.06 ,$27.04 
8/7/2022,$73.88 ,$77.30 ,$27.40 
8/8/2022,$107.53 ,$47.75 ,$28.52 
8/9/2022,$120.83 ,$30.35 ,$27.40 
8/10/2022,$155.62 ,$0.52 ,$28.76 
8/11/2022,$120.22 ,$36.08 ,$28.80 
8/12/2022,$104.73 ,$54.49 ,$29.59 
8/13/2022,$107.08 ,$52.31 ,$29.64 
8/14/2022,$93.93 ,$64.77 ,$29.45 
8/15/2022,$85.53 ,$72.01 ,$29.13 
8/16/2022,$140.34 ,$15.53 ,$28.68 
8/17/2022,$229.17 ,($77.04),$27.66 
8/18/2022,$86.45 ,$64.07 ,$27.22 
8/19/2022,$87.40 ,$47.99 ,$23.10 
8/20/2022,$75.36 ,$61.88 ,$23.61 
8/21/2022,$70.02 ,$69.64 ,$24.27 
8/22/2022,$72.82 ,$65.74 ,$23.97 
8/23/2022,$81.27 ,$58.29 ,$24.24 
8/24/2022,$88.54 ,$50.20 ,$24.02 
8/25/2022,$107.80 ,$32.26 ,$24.38 
8/26/2022,$99.96 ,$31.22 ,$21.96 
8/27/2022,$84.08 ,$45.97 ,$21.65 
8/28/2022,$78.85 ,$48.54 ,$20.93 
8/29/2022,$90.26 ,$41.25 ,$22.05 
8/30/2022,$90.36 ,$37.95 ,$21.17 
8/31/2022,$89.21 ,$29.73 ,$18.62 
9/1/2022,$86.07 ,$33.28 ,$18.74 
9/2/2022,$88.27 ,$30.08 ,$18.46 
9/3/2022,$77.24 ,$40.34 ,$18.25 
9/4/2022,$75.43 ,$43.12 ,$18.52 
9/5/2022,$72.98 ,$44.70 ,$18.28 
9/6/2022,$81.87 ,$29.98 ,$16.69 
9/7/2022,$83.50 ,$30.96 ,$17.40 
9/8/2022,$89.39 ,$25.30 ,$17.47 
9/9/2022,$72.53 ,$54.25 ,$20.76 
9/10/2022,$69.33 ,$59.30 ,$21.26 
9/11/2022,$67.72 ,$61.44 ,$21.41 
9/12/2022,$70.22 ,$62.31 ,$22.32 
9/13/2022,$68.52 ,$47.29 ,$17.77 
9/14/2022,$62.37 ,$53.81 ,$17.87 
